label,class_name,rms,peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor,variance,mean_abs,dominant_freq,spectral_centroid,spectral_entropy,band_power_shaft,band_power_bpfo,band_power_bpfi,band_power_bsf,band_power_resonance,fft_peak1_freq,fft_peak1_mag,fft_peak2_freq,fft_peak2_mag,fft_peak3_freq,fft_peak3_mag,fft_peak4_freq,fft_peak4_mag,fft_peak5_freq,fft_peak5_mag
0,Normal,0.322284191,0.753108379,2.336783493,-0.981058252,-0.261571284,1.145403958,2.676561061,0.100786473,0.281371641,23.4375,2167.346187,5.474575831,0.018057431,0.000364888,4.33E-05,3.63E-05,0.000462437,23.4375,0.087494316,35.15625,0.08511705,58.59375,0.038132349,46.875,0.025529858,11.71875,0.021152086
0,Normal,0.319295762,0.741549806,2.322454267,-0.935477128,-0.230625005,1.162103961,2.698933303,0.098787589,0.274756625,35.15625,2227.969548,5.564724752,0.016843991,0.000323966,0.000107384,8.12E-05,0.00059359,35.15625,0.084011033,23.4375,0.083193066,58.59375,0.036830616,46.875,0.026714117,11.71875,0.017913395
0,Normal,0.316547406,0.656482868,2.073884846,-1.008706355,-0.241430406,1.145354833,2.375334031,0.097175503,0.276374968,23.4375,2031.926326,5.323877692,0.017340665,0.00029928,5.30E-05,4.77E-05,0.000339259,23.4375,0.084827544,35.15625,0.084275365,58.59375,0.038048998,46.875,0.025988257,70.3125,0.018934337
0,Normal,0.320044941,0.692135603,2.162620041,-1.018468871,-0.243500641,1.143355091,2.472642633,0.098841825,0.279917362,23.4375,2159.520572,5.413158879,0.017654107,0.000371155,3.65E-05,2.95E-05,0.000462166,23.4375,0.086588259,35.15625,0.084797682,58.59375,0.036231474,46.875,0.024868542,11.71875,0.021788781
0,Normal,0.325076515,0.747115672,2.298276368,-0.892609367,-0.304684654,1.159563138,2.664996557,0.102292785,0.280343954,23.4375,2165.667456,5.527360592,0.017894743,0.000295562,6.80E-05,5.52E-05,0.000515576,23.4375,0.0856424,35.15625,0.08486439,58.59375,0.041288863,46.875,0.026862605,70.3125,0.020810153
0,Normal,0.317306531,0.683586752,2.15434189,-1.036532177,-0.261141797,1.147353355,2.471791396,0.097297081,0.276555195,23.4375,2033.251566,5.315416218,0.017459857,0.000301756,3.21E-05,3.23E-05,0.000297773,23.4375,0.08523284,35.15625,0.084695206,58.59375,0.037790923,46.875,0.026048829,11.71875,0.019645624
0,Normal,0.32639463,0.733307652,2.246690308,-0.949677602,-0.258228457,1.155053684,2.595047919,0.102384316,0.282579619,23.4375,2270.280647,5.560171641,0.018123689,0.000331521,9.76E-05,8.12E-05,0.000691161,23.4375,0.087149713,35.15625,0.08583297,58.59375,0.037925221,46.875,0.02721574,11.71875,0.023255478
0,Normal,0.312036508,0.665026811,2.131246801,-1.037347829,-0.263371567,1.146500559,2.44347565,0.094627213,0.272164288,23.4375,2023.202895,5.319691294,0.017023299,0.000328664,6.46E-05,4.92E-05,0.000296872,23.4375,0.084619069,35.15625,0.083627828,58.59375,0.036694091,46.875,0.02486481,11.71875,0.018405486
0,Normal,0.318727308,0.669437932,2.100346958,-1.038046356,-0.267542564,1.147901702,2.410991848,0.098687869,0.277660803,23.4375,2048.089283,5.306581053,0.017432408,0.000290049,4.07E-05,3.95E-05,0.000344604,23.4375,0.085364632,35.15625,0.084393646,58.59375,0.038278693,46.875,0.025712053,70.3125,0.018236913
0,Normal,0.320849498,0.721474967,2.24863985,-1.024855385,-0.255552155,1.146409818,2.577862802,0.099421382,0.279873299,23.4375,2042.591935,5.309405527,0.01809073,0.000326426,3.23E-05,2.91E-05,0.000313666,23.4375,0.086781629,35.15625,0.085948111,58.59375,0.038004584,46.875,0.027208168,11.71875,0.020753525
0,Normal,0.319409199,0.764895909,2.394720978,-0.929502439,-0.229902978,1.16082545,2.779853057,0.098770334,0.275156957,35.15625,2234.84703,5.504448564,0.016688942,0.000335641,6.63E-05,5.41E-05,0.0006067,35.15625,0.08367674,23.4375,0.082430622,58.59375,0.036623488,46.875,0.026374771,82.03125,0.017488975
0,Normal,0.317992168,0.71251408,2.2406655,-1.084867153,-0.240384709,1.140703224,2.555934359,0.097822866,0.278768536,35.15625,2072.953652,5.352088146,0.016875964,0.000253771,4.06E-05,3.54E-05,0.000333107,35.15625,0.084463477,23.4375,0.083634403,58.59375,0.035457042,46.875,0.025254733,82.03125,0.017924101
0,Normal,0.318048414,0.667896915,2.099985052,-1.031248351,-0.237606906,1.147687805,2.410127235,0.097837896,0.277121019,23.4375,2124.853266,5.398325138,0.017364275,0.000315969,3.75E-05,2.93E-05,0.000380347,23.4375,0.08528849,35.15625,0.084501196,58.59375,0.037064824,46.875,0.026470111,11.71875,0.019678821
0,Normal,0.324182323,0.840711534,2.593329355,-0.921248565,-0.214220128,1.160521174,3.009613627,0.101696737,0.279342015,23.4375,2260.331087,5.558283345,0.017344991,0.000294745,8.75E-05,6.59E-05,0.000608247,23.4375,0.084120367,35.15625,0.084104342,58.59375,0.039207099,46.875,0.026883332,11.71875,0.019619735
0,Normal,0.31542369,0.698288453,2.213811062,-1.077195773,-0.242099162,1.141459157,2.526974909,0.096746004,0.27633375,35.15625,1949.562719,5.267013724,0.017487055,0.000311524,5.04E-05,4.35E-05,0.000266739,35.15625,0.085425563,23.4375,0.08478101,58.59375,0.036548317,46.875,0.027132061,82.03125,0.018346577
0,Normal,0.314282565,0.669307038,2.129634643,-1.007223731,-0.287708791,1.145409842,2.43930448,0.095862034,0.274384376,23.4375,2108.283982,5.394143647,0.017297695,0.000307364,4.05E-05,3.60E-05,0.000362928,23.4375,0.084537047,35.15625,0.083955324,58.59375,0.037744061,46.875,0.026138194,70.3125,0.019292384
0,Normal,0.31200715,0.617732327,1.979865935,-1.073537375,-0.252557275,1.142673758,2.262340849,0.094257478,0.27305007,23.4375,2033.313932,5.304558564,0.017285364,0.000286004,3.75E-05,3.53E-05,0.00030339,23.4375,0.085638676,35.15625,0.084555303,58.59375,0.036319437,46.875,0.024974732,11.71875,0.020739031
0,Normal,0.315622983,0.637995705,2.021385446,-1.077371101,-0.242831275,1.140399251,2.305186448,0.096627442,0.276765337,23.4375,1944.934653,5.226375659,0.017399487,0.0002886,2.36E-05,2.36E-05,0.00022099,23.4375,0.085061742,35.15625,0.084991682,58.59375,0.036762138,46.875,0.025797532,70.3125,0.018263957
0,Normal,0.316876461,0.719057474,2.269204444,-0.992310825,-0.28855789,1.147559301,2.604046665,0.097309118,0.276130794,23.4375,2199.454956,5.431481695,0.01720419,0.000287338,3.57E-05,3.08E-05,0.000473442,23.4375,0.08370037,35.15625,0.083291619,58.59375,0.039161121,46.875,0.027709098,70.3125,0.019144175
0,Normal,0.315681984,0.679404945,2.152181564,-1.003836573,-0.279593736,1.147325907,2.469253665,0.096812813,0.275145869,23.4375,2078.581057,5.356360153,0.017242549,0.000339038,5.83E-05,5.42E-05,0.000358133,23.4375,0.084471419,35.15625,0.084125126,58.59375,0.038215027,46.875,0.024776479,70.3125,0.019542425
0,Normal,0.318965108,0.675904669,2.119055195,-1.022861003,-0.232329407,1.150602565,2.438190342,0.098847845,0.277215711,23.4375,2037.362994,5.304181573,0.018012969,0.000299514,6.58E-05,5.93E-05,0.000336585,23.4375,0.086492918,35.15625,0.086043235,58.59375,0.038606757,46.875,0.026449851,70.3125,0.019949665
0,Normal,0.319307973,0.729916449,2.285932426,-1.048537944,-0.258296207,1.144631125,2.616549404,0.098981171,0.278961463,23.4375,2047.552475,5.382880067,0.017418515,0.00039348,7.10E-05,6.46E-05,0.000357991,23.4375,0.085463513,35.15625,0.083453485,58.59375,0.037712396,46.875,0.025039763,82.03125,0.019781085
0,Normal,0.317007215,0.708606809,2.235301835,-1.016463383,-0.253568938,1.14934616,2.56913558,0.097339024,0.275815264,23.4375,2164.570262,5.427203131,0.017266187,0.000331753,6.20E-05,4.89E-05,0.00046792,23.4375,0.085943639,35.15625,0.083360967,58.59375,0.036707753,46.875,0.025414424,11.71875,0.020934565
0,Normal,0.31823067,0.687934625,2.16174835,-0.908805415,-0.24694693,1.1630653,2.514254493,0.098499366,0.27361376,23.4375,2213.995761,5.471931371,0.016838786,0.000240796,4.36E-05,4.69E-05,0.000485243,23.4375,0.083825716,35.15625,0.083293602,58.59375,0.037753463,46.875,0.026009286,70.3125,0.017930831
0,Normal,0.32202489,0.733292381,2.27712951,-1.045921075,-0.249458759,1.146981411,2.611825219,0.100946018,0.280758596,23.4375,2172.250406,5.465057301,0.017585068,0.000398399,5.54E-05,6.97E-05,0.000459563,23.4375,0.085471065,35.15625,0.084572759,58.59375,0.038475153,46.875,0.025525411,70.3125,0.018906551
0,Normal,0.321909155,0.751599977,2.334820134,-0.857352592,-0.243195445,1.168690872,2.728682979,0.101307945,0.275444228,23.4375,2197.582933,5.499995543,0.017936916,0.00034245,8.37E-05,7.62E-05,0.000558016,23.4375,0.086286491,35.15625,0.085150546,58.59375,0.039334853,46.875,0.028460094,11.71875,0.018757916
0,Normal,0.315198169,0.737915182,2.341115064,-0.932436727,-0.296539351,1.157646693,2.710184111,0.09622266,0.272274927,35.15625,2100.675451,5.357084457,0.017240804,0.000323477,4.98E-05,4.92E-05,0.000359425,35.15625,0.08425915,23.4375,0.083664519,58.59375,0.038387597,46.875,0.026544766,70.3125,0.018453055
0,Normal,0.317314769,0.731327767,2.304739133,-1.014599611,-0.188013568,1.15926791,2.671810118,0.09842565,0.273719963,35.15625,2217.355588,5.528425469,0.01685511,0.000322692,5.91E-05,5.94E-05,0.000538597,35.15625,0.083841769,23.4375,0.082367609,58.59375,0.036574164,46.875,0.026267277,70.3125,0.019643658
0,Normal,0.323892756,0.730271987,2.254672185,-0.98816871,-0.259208042,1.14947559,2.59169064,0.102064339,0.281774366,23.4375,2202.11417,5.490951745,0.017724739,0.000315832,6.89E-05,5.80E-05,0.000540738,23.4375,0.086072538,35.15625,0.085825379,58.59375,0.037262919,46.875,0.025025122,70.3125,0.01903624
0,Normal,0.311970881,0.654018173,2.096407752,-1.063780253,-0.256596111,1.143015186,2.396225898,0.094395395,0.272936777,23.4375,1961.609959,5.216126345,0.017271888,0.000279483,2.77E-05,3.11E-05,0.000233602,23.4375,0.085704469,35.15625,0.083900213,58.59375,0.036780764,46.875,0.024846642,11.71875,0.020372146
0,Normal,0.321411213,0.682028459,2.121980911,-1.014572579,-0.251038439,1.151534939,2.443535158,0.099913821,0.279115468,23.4375,2063.674259,5.406717084,0.017543652,0.000306743,7.63E-05,8.14E-05,0.000387486,23.4375,0.085303343,35.15625,0.084723847,58.59375,0.038180709,46.875,0.026174883,70.3125,0.019786833
0,Normal,0.311372862,0.628575694,2.018723436,-1.033521974,-0.301717257,1.144007694,2.309435143,0.094192335,0.272177245,35.15625,1971.605405,5.190348438,0.017002908,0.000322626,1.93E-05,1.77E-05,0.000253219,35.15625,0.08393272,23.4375,0.083541233,58.59375,0.037708919,46.875,0.025336185,70.3125,0.018668276
0,Normal,0.320983173,0.701903904,2.186731152,-0.969640549,-0.264919533,1.147741588,2.509802286,0.100269724,0.279665019,23.4375,2193.176621,5.410417958,0.017445182,0.000273223,3.46E-05,2.73E-05,0.000471547,23.4375,0.085948414,35.15625,0.084326794,58.59375,0.03705217,46.875,0.024535272,70.3125,0.019383017
0,Normal,0.321712071,0.762566054,2.370337088,-0.977707185,-0.207102086,1.162098672,2.754565582,0.100969803,0.276837139,23.4375,2287.674744,5.557952435,0.01708755,0.000222041,5.38E-05,5.76E-05,0.000634271,23.4375,0.084741778,35.15625,0.084667317,58.59375,0.035800568,46.875,0.027650699,11.71875,0.01679788
0,Normal,0.314076342,0.691677248,2.202258354,-0.978832724,-0.269114417,1.14884407,2.530051451,0.095932937,0.273384657,35.15625,2018.884732,5.315119688,0.017187719,0.000247087,3.03E-05,2.99E-05,0.000310075,35.15625,0.084581252,23.4375,0.084237539,58.59375,0.037713361,46.875,0.026205437,70.3125,0.01846877
0,Normal,0.315409514,0.679255095,2.153565647,-1.029930001,-0.217744293,1.149752771,2.476068069,0.096975422,0.274328119,23.4375,2083.867292,5.396868277,0.017385929,0.000396443,6.67E-05,5.90E-05,0.00040266,23.4375,0.084844357,35.15625,0.084624424,58.59375,0.036698567,46.875,0.02544883,70.3125,0.01935687
0,Normal,0.319155978,0.740285435,2.31950985,-0.994537462,-0.22637204,1.15075961,2.669198251,0.098816445,0.277343744,35.15625,2193.527878,5.482307835,0.017388131,0.000326377,9.79E-05,8.17E-05,0.000520422,35.15625,0.084294218,23.4375,0.083887097,58.59375,0.039120603,46.875,0.02862679,70.3125,0.019142446
0,Normal,0.323794802,0.723875495,2.235599497,-0.985872664,-0.2153332,1.157254891,2.587158452,0.101705577,0.279795578,35.15625,2120.140151,5.470471047,0.017595093,0.000348641,6.13E-05,4.82E-05,0.000453536,35.15625,0.0841929,23.4375,0.084125553,58.59375,0.039991052,46.875,0.028242209,70.3125,0.019735392
0,Normal,0.315401291,0.653534184,2.072071998,-1.05611062,-0.282701908,1.138439177,2.358927941,0.09610704,0.277047116,23.4375,1972.28151,5.21784398,0.01756617,0.000321549,3.79E-05,3.90E-05,0.000248554,23.4375,0.085702201,35.15625,0.085446417,58.59375,0.03701092,46.875,0.025269147,11.71875,0.019507935
0,Normal,0.320341822,0.6888222,2.15027247,-0.913592816,-0.241206198,1.167909156,2.511322906,0.100454267,0.274286592,23.4375,2155.824033,5.491075493,0.017757645,0.000348366,8.43E-05,5.64E-05,0.000559097,23.4375,0.085106138,35.15625,0.084877797,58.59375,0.039494594,46.875,0.027670399,70.3125,0.019439349
0,Normal,0.327164685,0.747335871,2.284280383,-0.924628576,-0.222219261,1.160252385,2.650341762,0.104410572,0.281977171,35.15625,2101.343259,5.464946119,0.018294989,0.000386357,9.62E-05,6.57E-05,0.000496561,35.15625,0.086631157,23.4375,0.086011365,58.59375,0.039187196,46.875,0.027315383,70.3125,0.020181027
0,Normal,0.319104834,0.781823975,2.450053685,-1.006245676,-0.26999231,1.14553706,2.806627294,0.098841943,0.278563519,35.15625,2125.33272,5.437709252,0.01728574,0.000296644,6.30E-05,5.98E-05,0.000448138,35.15625,0.085223622,23.4375,0.084822728,58.59375,0.036512026,46.875,0.026735621,11.71875,0.017637355
0,Normal,0.317004297,0.698613583,2.203798466,-0.934814412,-0.238463121,1.161261351,2.559185985,0.097305217,0.272982732,23.4375,2233.033163,5.500410422,0.016932889,0.000351673,0.000108951,9.67E-05,0.000659301,23.4375,0.08333073,35.15625,0.083037164,58.59375,0.038466391,46.875,0.024690989,70.3125,0.020590687
0,Normal,0.319211579,0.665126579,2.083654301,-1.042533172,-0.25075132,1.145836758,2.387527689,0.098997915,0.278583818,23.4375,2077.047135,5.308287447,0.01781704,0.000289715,2.69E-05,2.55E-05,0.000362364,23.4375,0.086547051,35.15625,0.085123209,58.59375,0.038144142,46.875,0.02587798,70.3125,0.019338315
0,Normal,0.320266964,0.712219865,2.223831822,-0.985759649,-0.263053254,1.150168235,2.55778072,0.099404686,0.278452277,23.4375,2199.020175,5.415328961,0.017245344,0.000321696,6.94E-05,4.60E-05,0.000525253,23.4375,0.083946993,35.15625,0.083946292,58.59375,0.038698707,46.875,0.026845868,70.3125,0.018348625
0,Normal,0.313226764,0.695130413,2.219256122,-1.003839443,-0.246371368,1.14905477,2.550046834,0.095446488,0.272595155,23.4375,2125.484527,5.386898223,0.016848572,0.000257254,4.29E-05,4.41E-05,0.000402233,23.4375,0.084920756,35.15625,0.082731768,58.59375,0.036367143,46.875,0.024849334,11.71875,0.018791905
0,Normal,0.31970789,0.745428324,2.331591895,-0.965272987,-0.29653608,1.154623144,2.692109964,0.099438215,0.276893713,35.15625,2089.730172,5.421710034,0.017622008,0.000329981,5.78E-05,8.06E-05,0.000353115,35.15625,0.085359617,23.4375,0.084781761,58.59375,0.038118345,46.875,0.027572458,82.03125,0.018748687
0,Normal,0.317065993,0.661562325,2.086513028,-1.023757941,-0.236507724,1.14591975,2.390976487,0.097464808,0.276691272,35.15625,2162.393074,5.450956763,0.017112026,0.000272389,5.98E-05,4.90E-05,0.000449804,35.15625,0.085499257,23.4375,0.083867976,58.59375,0.035682603,46.875,0.026610278,11.71875,0.017436375
0,Normal,0.313891895,0.719681484,2.292768607,-0.990010491,-0.226032479,1.147404606,2.63073326,0.095081848,0.273566878,23.4375,2190.143938,5.443768832,0.016950643,0.000301371,4.82E-05,3.97E-05,0.000462565,23.4375,0.082918462,35.15625,0.082822467,58.59375,0.038364447,46.875,0.026795172,70.3125,0.01975003
0,Normal,0.319311348,0.776220814,2.430921478,-0.917652864,-0.261304016,1.162550125,2.826068067,0.099040925,0.274664585,35.15625,2167.316646,5.47647997,0.016983835,0.000309324,4.43E-05,4.59E-05,0.000471832,35.15625,0.085304849,23.4375,0.082883848,58.59375,0.036392052,46.875,0.025878325,70.3125,0.017327928
0,Normal,0.318564895,0.682839757,2.143487143,-1.010481944,-0.271980229,1.150403156,2.465874374,0.09884554,0.276915874,23.4375,2148.087876,5.442565086,0.017137105,0.000268954,6.10E-05,6.01E-05,0.000417095,23.4375,0.083942533,35.15625,0.08382194,58.59375,0.039032401,46.875,0.027445759,70.3125,0.017844448
0,Normal,0.328283858,0.774462175,2.359123531,-0.87595427,-0.261603845,1.162500361,2.742481956,0.104475991,0.282394629,23.4375,2249.420701,5.533983936,0.017932034,0.000401127,7.40E-05,7.00E-05,0.000678973,23.4375,0.085818067,35.15625,0.085182963,58.59375,0.039264038,46.875,0.025712685,70.3125,0.020661417
0,Normal,0.316963212,0.702050705,2.214928041,-0.957295795,-0.2538388,1.154287191,2.556663066,0.097280134,0.274596491,23.4375,2202.195152,5.470657761,0.016589764,0.000342572,4.63E-05,5.26E-05,0.000528875,23.4375,0.083109762,35.15625,0.082294182,58.59375,0.036766523,46.875,0.024677971,82.03125,0.018944605
0,Normal,0.322409625,0.749936464,2.326036214,-0.931071134,-0.234772982,1.158804344,2.695420868,0.10047924,0.27822611,23.4375,2130.093311,5.484581358,0.01639086,0.000325821,4.39E-05,3.99E-05,0.000455511,23.4375,0.083610082,35.15625,0.081512807,58.59375,0.036730921,46.875,0.023044846,11.71875,0.018266643
0,Normal,0.314885946,0.714959664,2.270535326,-1.000651508,-0.252552221,1.154477008,2.621280828,0.09648376,0.272752029,35.15625,2088.470303,5.414353469,0.017004928,0.000304214,6.26E-05,6.02E-05,0.000390436,35.15625,0.084015702,23.4375,0.083902937,58.59375,0.037336363,46.875,0.025280388,70.3125,0.019035307
0,Normal,0.320944114,0.7088492,2.208637482,-0.986310034,-0.279217062,1.147526098,2.534469152,0.099993589,0.279683499,23.4375,2126.356678,5.425039404,0.017584104,0.000391891,4.72E-05,4.30E-05,0.00042188,23.4375,0.085712853,35.15625,0.083645417,58.59375,0.038526982,46.875,0.026636387,11.71875,0.019408012
0,Normal,0.321673909,0.771820102,2.399386711,-0.95172565,-0.240275077,1.155909165,2.77347309,0.100968002,0.278286494,23.4375,2289.070268,5.557160919,0.017512491,0.000333579,8.97E-05,8.77E-05,0.000647334,23.4375,0.085904098,35.15625,0.084880821,58.59375,0.037799835,46.875,0.025425491,70.3125,0.01945087
0,Normal,0.316301306,0.638797649,2.019585872,-1.065589446,-0.281096529,1.138370401,2.299036779,0.097125681,0.277854471,23.4375,1926.872055,5.256464513,0.017181773,0.000264533,3.54E-05,2.94E-05,0.000228052,23.4375,0.085030207,35.15625,0.084658283,58.59375,0.03640991,46.875,0.025357878,82.03125,0.01742119
0,Normal,0.317924168,0.640897487,2.015881621,-1.045939879,-0.246295196,1.146687681,2.31158662,0.098468709,0.277254368,23.4375,2114.642269,5.346033221,0.01752553,0.000342171,3.82E-05,2.43E-05,0.000414393,23.4375,0.08561445,35.15625,0.08444153,58.59375,0.037666063,46.875,0.026765219,11.71875,0.018368448
0,Normal,0.315055889,0.692117706,2.1968093,-1.05728807,-0.226001602,1.147704958,2.521288926,0.096202261,0.274509478,35.15625,1946.62766,5.343934926,0.017288688,0.0002835,7.38E-05,5.72E-05,0.00030369,35.15625,0.084963237,23.4375,0.084036028,58.59375,0.037538424,46.875,0.026998888,70.3125,0.018953303
0,Normal,0.317924484,0.698772963,2.197921195,-1.011447337,-0.254280744,1.145066771,2.516766524,0.097817128,0.277647114,23.4375,2054.617147,5.325620059,0.017909678,0.00029659,4.42E-05,3.51E-05,0.000347187,23.4375,0.087037208,35.15625,0.085583884,58.59375,0.037317734,46.875,0.026652283,11.71875,0.021271749
0,Normal,0.31739238,0.709173786,2.234375587,-0.967424111,-0.249159694,1.156441045,2.583923638,0.097848298,0.27445617,23.4375,2193.45169,5.503169546,0.016594101,0.000230094,4.58E-05,4.14E-05,0.00048504,23.4375,0.083735671,35.15625,0.082244974,58.59375,0.036948338,46.875,0.025199761,11.71875,0.01819833
0,Normal,0.315853514,0.706383141,2.236426408,-1.03876731,-0.251907829,1.141860756,2.553687549,0.096591263,0.276612987,23.4375,2139.005789,5.408645001,0.016887968,0.000333337,3.42E-05,3.85E-05,0.000422887,23.4375,0.084685141,35.15625,0.08373773,58.59375,0.034238921,46.875,0.023671383,82.03125,0.019641416
0,Normal,0.321802372,0.817241803,2.539576689,-0.854259523,-0.24185384,1.165371358,2.959549934,0.101470777,0.27613719,23.4375,2211.818905,5.515531507,0.017586591,0.000282002,8.91E-05,7.11E-05,0.000588864,23.4375,0.085326725,35.15625,0.084985672,58.59375,0.039034589,46.875,0.025772273,70.3125,0.019833961
0,Normal,0.314941408,0.64922458,2.061413847,-1.084049994,-0.24873145,1.145630226,2.361618012,0.096247091,0.274906685,35.15625,1981.79889,5.211974255,0.017478221,0.000270007,2.86E-05,2.64E-05,0.000274193,35.15625,0.084841735,23.4375,0.084759772,58.59375,0.038097669,46.875,0.027044045,70.3125,0.019389749
0,Normal,0.323385644,0.703415264,2.175159213,-0.94197089,-0.224203312,1.16174116,2.526971988,0.10155325,0.278362905,35.15625,2227.726961,5.471925196,0.017526305,0.000345259,4.11E-05,4.07E-05,0.000544267,35.15625,0.084976754,23.4375,0.084227364,58.59375,0.038311092,46.875,0.026314035,82.03125,0.019556395
0,Normal,0.316433671,0.719669654,2.274314399,-0.992375518,-0.271437463,1.149863578,2.615151291,0.097116791,0.275192359,23.4375,2196.076992,5.509140929,0.016467996,0.00027937,6.91E-05,5.75E-05,0.000486067,23.4375,0.083441132,35.15625,0.083288261,58.59375,0.034843814,46.875,0.023333065,11.71875,0.017531262
0,Normal,0.313205417,0.677555425,2.163294085,-1.04278818,-0.276741683,1.144189597,2.475218587,0.095355052,0.273735592,35.15625,2023.736113,5.204051524,0.017513229,0.000271346,2.61E-05,2.48E-05,0.000277821,35.15625,0.084818981,23.4375,0.084803412,58.59375,0.037841688,46.875,0.027697457,70.3125,0.018780157
0,Normal,0.315191327,0.625831584,1.98556093,-1.041586411,-0.253714141,1.144957788,2.273383451,0.096193096,0.275286417,23.4375,1990.101744,5.258309365,0.017566067,0.000313044,2.86E-05,2.93E-05,0.000293138,23.4375,0.085178942,35.15625,0.084946485,58.59375,0.037541236,46.875,0.027287654,11.71875,0.019317464
